municipio,pre_2013,pos_2013,sede,tipo_alteracao
Castelo Branco,MATA,UNIÃO DAS FREGUESIAS DE ESCALOS DE BAIXO E MATA,ESCALOS DE BAIXO,criada por agregação
Castelo Branco,MONFORTE DA BEIRA,MONFORTE DA BEIRA,MONFORTE DA BEIRA,sem alteração
Castelo Branco,NINHO DO AÇOR,UNIÃO DAS FREGUESIAS DE NINHO DO AÇOR E SOBRAL DO CAMPO,NINHO DO AÇOR,criada por agregação
Castelo Branco,PÓVOA DE RIO DE MOINHOS,UNIÃO DAS FREGUESIAS DE PÓVOA DE RIO DE MOINHOS E CAFEDE,PÓVOA DE RIO DE MOINHOS,criada por agregação
Castelo Branco,RETAXO,UNIÃO DAS FREGUESIAS DE CEBOLAIS DE CIMA E RETAXO,CEBOLAIS DE CIMA,criada por agregação
Castelo Branco,SALGUEIRO DO CAMPO,SALGUEIRO DO CAMPO,SALGUEIRO DO CAMPO,sem alteração
Castelo Branco,SANTO ANDRÉ DAS TOJEIRAS,SANTO ANDRÉ DAS TOJEIRAS,SANTO ANDRÉ DAS TOJEIRAS,sem alteração
Castelo Branco,SARZEDAS,SARZEDAS,SARZEDAS,sem alteração
Castelo Branco,SÃO VICENTE DA BEIRA,SÃO VICENTE DA BEIRA,SÃO VICENTE DA BEIRA,sem alteração
Castelo Branco,SOBRAL DO CAMPO,UNIÃO DAS FREGUESIAS DE NINHO DO AÇOR E SOBRAL DO CAMPO,NINHO DO AÇOR,criada por agregação
Castelo Branco,TINALHAS,TINALHAS,TINALHAS,sem alteração
Castelo de Paiva,BAIRROS,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,SOBRADO,criada por agregação
Castelo de Paiva,FORNOS,FORNOS,FORNOS,sem alteração
Castelo de Paiva,PARAÍSO,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",RAIVA,criada por agregação
Castelo de Paiva,PEDORIDO,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",RAIVA,criada por agregação
Castelo de Paiva,RAIVA,"UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",RAIVA,criada por agregação
Castelo de Paiva,REAL,REAL,REAL,sem alteração
Castelo de Paiva,SANTA MARIA DE SARDOURA,SANTA MARIA DE SARDOURA,SANTA MARIA DE SARDOURA,sem alteração
Castelo de Paiva,SÃO MARTINHO DE SARDOURA,SÃO MARTINHO DE SARDOURA,SÃO MARTINHO DE SARDOURA,sem alteração
Castelo de Paiva,SOBRADO,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,SOBRADO,criada por agregação
Castelo de Vide,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,sem alteração
Castelo de Vide,SANTA MARIA DA DEVESA,SANTA MARIA DA DEVESA,SANTA MARIA DA DEVESA,sem alteração
Castelo de Vide,SANTIAGO MAIOR,SANTIAGO MAIOR,SANTIAGO MAIOR,sem alteração
Castelo de Vide,SÃO JOÃO BAPTISTA,SÃO JOÃO BAPTISTA,SÃO JOÃO BAPTISTA,sem alteração
Castro Daire,ALMOFALA,ALMOFALA,ALMOFALA,sem alteração
Castro Daire,ALVA,"UNIÃO DAS FREGUESIAS DE MAMOUROS, ALVA E RIBOLHOS",MAMOUROS,criada por agregação
Castro Daire,CABRIL,CABRIL,CABRIL,sem alteração
Castro Daire,CASTRO DAIRE,CASTRO DAIRE,CASTRO DAIRE,sem alteração
Castro Daire,CUJÓ,CUJÓ,CUJÓ,sem alteração
Castro Daire,ERMIDA,UNIÃO DAS FREGUESIAS DE PICÃO E ERMIDA,PICÃO,criada por agregação
Castro Daire,ESTER,UNIÃO DAS FREGUESIAS DE PARADA DE ESTER E ESTER,PARADA DE ESTER,criada por agregação
Castro Daire,GAFANHÃO,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,RERIZ,criada por agregação
Castro Daire,GOSENDE,GOSENDE,GOSENDE,sem alteração
Castro Daire,MAMOUROS,"UNIÃO DAS FREGUESIAS DE MAMOUROS, ALVA E RIBOLHOS",MAMOUROS,criada por agregação
Castro Daire,MEZIO,UNIÃO DAS FREGUESIAS DE MEZIO E MOURA MORTA,MEZIO,criada por agregação
Castro Daire,MOLEDO,MOLEDO,MOLEDO,sem alteração
Castro Daire,MONTEIRAS,MONTEIRAS,MONTEIRAS,sem alteração
Castro Daire,MOURA MORTA,UNIÃO DAS FREGUESIAS DE MEZIO E MOURA MORTA,MEZIO,criada por agregação
Castro Daire,MÕES,MÕES,MÕES,sem alteração
Castro Daire,PARADA DE ESTER,UNIÃO DAS FREGUESIAS DE PARADA DE ESTER E ESTER,PARADA DE ESTER,criada por agregação
Castro Daire,PEPIM,PEPIM,PEPIM,sem alteração
Castro Daire,PICÃO,UNIÃO DAS FREGUESIAS DE PICÃO E ERMIDA,PICÃO,criada por agregação
Castro Daire,PINHEIRO,PINHEIRO,PINHEIRO,sem alteração
Castro Daire,RERIZ,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,RERIZ,criada por agregação
Castro Daire,RIBOLHOS,"UNIÃO DAS FREGUESIAS DE MAMOUROS, ALVA E RIBOLHOS",MAMOUROS,criada por agregação
Castro Daire,SÃO JOANINHO,SÃO JOANINHO,SÃO JOANINHO,sem alteração
Castro Marim,ALTURA,ALTURA,ALTURA,sem alteração
Castro Marim,AZINHAL,AZINHAL,AZINHAL,sem alteração
Castro Marim,CASTRO MARIM,CASTRO MARIM,CASTRO MARIM,sem alteração
Castro Marim,ODELEITE,ODELEITE,ODELEITE,sem alteração
Castro Verde,CASÉVEL,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,CASTRO VERDE,criada por agregação
Castro Verde,CASTRO VERDE,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,CASTRO VERDE,criada por agregação
Castro Verde,ENTRADAS,ENTRADAS,ENTRADAS,sem alteração
Castro Verde,SANTA BÁRBARA DE PADRÕES,SANTA BÁRBARA DE PADRÕES,SANTA BÁRBARA DE PADRÕES,sem alteração
Castro Verde,SÃO MARCOS DA ATABOEIRA,SÃO MARCOS DA ATABOEIRA,SÃO MARCOS DAATABOEIRA,sem alteração
Celorico da Beira,AÇORES,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,AÇORES,criada por agregação
Celorico da Beira,BARAÇAL,BARAÇAL,BARAÇAL,sem alteração
Celorico da Beira,CADAFAZ,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,RAPA,criada por agregação
Celorico da Beira,CARRAPICHANA,CARRAPICHANA,CARRAPICHANA,sem alteração
Celorico da Beira,CASAS DO SOEIRO,CASAS DO SOEIRO,CASAS DO SOEIRO,sem alteração
Celorico da Beira,CELORICO (SANTA MARIA),UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO),criada por agregação
Celorico da Beira,CELORICO (SÃO PEDRO),UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO),criada por agregação
Celorico da Beira,CORTIÇÔ DA SERRA,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA,criada por agregação
Celorico da Beira,FORNO TELHEIRO,FORNO TELHEIRO,FORNO TELHEIRO,sem alteração
Celorico da Beira,LAJEOSA DO MONDEGO,LAJEOSA DO MONDEGO,LAJEOSA DO MONDEGO,sem alteração
Celorico da Beira,LINHARES,LINHARES,LINHARES,sem alteração
Celorico da Beira,MAÇAL DO CHÃO,MAÇAL DO CHÃO,MAÇAL DO CHÃO,sem alteração
Celorico da Beira,MESQUITELA,MESQUITELA,MESQUITELA,sem alteração
Celorico da Beira,MINHOCAL,MINHOCAL,MINHOCAL,sem alteração
Celorico da Beira,PRADOS,PRADOS,PRADOS,sem alteração
Celorico da Beira,RAPA,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,RAPA,criada por agregação
Celorico da Beira,RATOEIRA,RATOEIRA,RATOEIRA,sem alteração
Celorico da Beira,SALGUEIRAIS,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA,criada por agregação
Celorico da Beira,VALE DE AZARES,VALE DE AZARES,VALE DE AZARES,sem alteração
Celorico da Beira,VELOSA,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,AÇORES,criada por agregação
Celorico da Beira,VIDE ENTRE VINHAS,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA,criada por agregação
Celorico da Beira,VILA BOA DO MONDEGO,UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO),criada por agregação
Celorico de Basto,AGILDE,AGILDE,AGILDE,sem alteração
Celorico de Basto,ARNÓIA,ARNÓIA,ARNÓIA,sem alteração
Celorico de Basto,BASTO (SANTA TECLA),UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),CARVALHO,criada por agregação
Celorico de Basto,BASTO (SÃO CLEMENTE),BASTO (SÃO CLEMENTE),BASTO (SÃO CLEMENTE),sem alteração
Celorico de Basto,BORBA DE MONTANHA,BORBA DE MONTANHA,BORBA DE MONTANHA,sem alteração
Celorico de Basto,BRITELO,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO,criada por agregação
Celorico de Basto,CAÇARILHE,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,CAÇARILHE,criada por agregação
Celorico de Basto,CANEDO DE BASTO,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,CANEDO DE BASTO,criada por agregação
Celorico de Basto,CARVALHO,UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),CARVALHO,criada por agregação
Celorico de Basto,CODEÇOSO,CODEÇOSO,CODEÇOSO,sem alteração
Celorico de Basto,CORGO,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,CANEDO DE BASTO,criada por agregação
Celorico de Basto,FERVENÇA,FERVENÇA,FERVENÇA,sem alteração
Celorico de Basto,GAGOS,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE,criada por agregação
Celorico de Basto,GÉMEOS,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO,criada por agregação
Celorico de Basto,INFESTA,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,CAÇARILHE,criada por agregação
Celorico de Basto,MOLARES,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE,criada por agregação
Celorico de Basto,MOREIRA DO CASTELO,MOREIRA DO CASTELO,MOREIRA DO CASTELO,sem alteração
Celorico de Basto,OURILHE,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO,criada por agregação
Celorico de Basto,REGO,REGO,REGO,sem alteração
Celorico de Basto,RIBAS,RIBAS,RIBAS,sem alteração
Celorico de Basto,VALE DE BOURO,VALE DE BOURO,VALE DE BOURO,sem alteração
Celorico de Basto,VEADE,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE,criada por agregação
Chamusca,CARREGUEIRA,CARREGUEIRA,CARREGUEIRA,sem alteração
Chamusca,CHAMUSCA,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,CHAMUSCA,criada por agregação
Chamusca,CHOUTO,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,PARREIRA,criada por agregação
Chamusca,PARREIRA,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,PARREIRA,criada por agregação
Chamusca,PINHEIRO GRANDE,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,CHAMUSCA,criada por agregação
Chamusca,ULME,ULME,ULME,sem alteração
Chamusca,VALE DE CAVALOS,VALE DE CAVALOS,VALE DE CAVALOS,sem alteração
Chaves,ANELHE,ANELHE,ANELHE,sem alteração
Chaves,ARCOSSÓ,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO,criada por agregação
Chaves,ÁGUAS FRIAS,ÁGUAS FRIAS,ÁGUAS FRIAS,sem alteração
Chaves,BOBADELA,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),OUCIDRES,criada por agregação
Chaves,BUSTELO,BUSTELO,BUSTELO,sem alteração
Chaves,CALVÃO,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,CALVÃO,criada por agregação
Chaves,CELA,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA,criada por agregação
Chaves,CIMO DE VILA DA CASTANHEIRA,CIMO DE VILA DA CASTANHEIRA,CIMO DE VILA DA CASTANHEIRA,sem alteração
Chaves,CURALHA,CURALHA,CURALHA,sem alteração
Chaves,EIRAS,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA,criada por agregação
Chaves,ERVEDEDO,ERVEDEDO,ERVEDEDO,sem alteração
Chaves,FAIÕES,FAIÕES,FAIÕES,sem alteração
Chaves,LAMA DE ARCOS,LAMA DE ARCOS,LAMA DE ARCOS,sem alteração
Chaves,LOIVOS,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,LOIVOS,criada por agregação
Chaves,MAIROS,MAIROS,MAIROS,sem alteração
Chaves,MOREIRAS,MOREIRAS,MOREIRAS,sem alteração
Chaves,NOGUEIRA DA MONTANHA,NOGUEIRA DA MONTANHA,NOGUEIRA DA MONTANHA,sem alteração
Chaves,OUCIDRES,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),OUCIDRES,criada por agregação
Chaves,OURA,OURA,OURA,sem alteração
Chaves,OUTEIRO SECO,OUTEIRO SECO,OUTEIRO SECO,sem alteração
Chaves,PARADELA,PARADELA,PARADELA,sem alteração
Chaves,PÓVOA DE AGRAÇÕES,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,LOIVOS,criada por agregação
Chaves,REDONDELO,REDONDELO,REDONDELO,sem alteração
Chaves,RORIZ,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,TRAVANCAS,criada por agregação
Chaves,SANFINS,SANFINS,SANFINS,sem alteração
Chaves,SANJURGE,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,COCANHA,criada por agregação
Chaves,SANTA CRUZ/TRINDADE,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,COCANHA,criada por agregação
Chaves,SANTA LEOCÁDIA,SANTA LEOCÁDIA,SANTA LEOCÁDIA,sem alteração
Chaves,SANTA MARIA MAIOR,SANTA MARIA MAIOR,SANTA MARIA MAIOR,sem alteração
Chaves,SANTO ANTÓNIO DE MONFORTE,SANTO ANTÓNIO DE MONFORTE,SANTO ANTÓNIO DE MONFORTE,sem alteração
Chaves,SANTO ESTÊVÃO,SANTO ESTÊVÃO,SANTO ESTÊVÃO,sem alteração
Chaves,SÃO JULIÃO DE MONTENEGRO,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA,criada por agregação
Chaves,SÃO PEDRO DE AGOSTÉM,SÃO PEDRO DE AGOSTÉM,SÃO PEDRO DE AGOSTÉM,sem alteração
Chaves,SÃO VICENTE,SÃO VICENTE,SÃO VICENTE,sem alteração
Chaves,SEARA VELHA,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,SOUTELO,criada por agregação
Chaves,SELHARIZ,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO,criada por agregação
Chaves,SOUTELINHO DA RAIA,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,CALVÃO,criada por agregação
Chaves,SOUTELO,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,SOUTELO,criada por agregação
Chaves,TRAVANCAS,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,TRAVANCAS,criada por agregação
Chaves,TRONCO,TRONCO,TRONCO,sem alteração
Chaves,UNIÃO DAS FREGUESIAS DA MADALENA E SAMAIÕES,UNIÃO DAS FREGUESIAS DA MADALENA E SAMAIÕES,MADALENA,criada por alteração de limites territoriais
Chaves,VALE DE ANTA,VALE DE ANTA,VALE DE ANTA,sem alteração
Chaves,VIDAGO,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO,criada por agregação
Chaves,VILA VERDE DA RAIA,VILA VERDE DA RAIA,VILA VERDE DA RAIA,sem alteração
Chaves,VILAR DE NANTES,VILAR DE NANTES,VILAR DE NANTES,sem alteração
Chaves,VILARELHO DA RAIA,VILARELHO DA RAIA,VILARELHO DA RAIA,sem alteração
Chaves,VILARINHO DAS PARANHEIRAS,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO,criada por agregação
Chaves,VILAS BOAS,VILAS BOAS,VILAS BOAS,sem alteração
Chaves,VILELA DO TÂMEGA,VILELA DO TÂMEGA,VILELA DO TÂMEGA,sem alteração
Chaves,VILELA SECA,VILELA SECA,VILELA SECA,sem alteração
Cinfães,ALHÕES,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA,criada por agregação
Cinfães,BUSTELO,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA,criada por agregação
Cinfães,CINFÃES,CINFÃES,CINFÃES,sem alteração
Cinfães,ESPADANEDO,ESPADANEDO,ESPADANEDO,sem alteração
Cinfães,FERREIROS DE TENDAIS,FERREIROS DE TENDAIS,FERREIROS DE TENDAIS,sem alteração
Cinfães,FORNELOS,FORNELOS,FORNELOS,sem alteração
Cinfães,GRALHEIRA,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA,criada por agregação
Cinfães,MOIMENTA,MOIMENTA,MOIMENTA,sem alteração
Cinfães,NESPEREIRA,NESPEREIRA,NESPEREIRA,sem alteração
Cinfães,OLIVEIRA DO DOURO,OLIVEIRA DO DOURO,OLIVEIRA DO DOURO,sem alteração
Cinfães,RAMIRES,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA,criada por agregação
Cinfães,SANTIAGO DE PIÃES,SANTIAGO DE PIÃES,SANTIAGO DE PIÃES,sem alteração
Cinfães,SÃO CRISTÓVÃO DE NOGUEIRA,SÃO CRISTÓVÃO DE NOGUEIRA,SÃO CRISTÓVÃO DE NOGUEIRA,sem alteração
Cinfães,SOUSELO,SOUSELO,SOUSELO,sem alteração
Cinfães,TAROUQUELA,TAROUQUELA,TAROUQUELA,sem alteração
Cinfães,TENDAIS,TENDAIS,TENDAIS,sem alteração
Cinfães,TRAVANCA,TRAVANCA,TRAVANCA,sem alteração
Coimbra,ALMALAGUÊS,ALMALAGUÊS,ALMALAGUÊS,sem alteração
Coimbra,AMEAL,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO,criada por agregação
Coimbra,ANTANHOL,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,ASSAFARGE,criada por agregação
Coimbra,ANTUZEDE,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,ANTUZEDE,criada por agregação
Coimbra,ARZILA,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO,criada por agregação
Coimbra,ASSAFARGE,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,ASSAFARGE,criada por agregação
Coimbra,BOTÃO,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,SOUSELAS,criada por agregação
Coimbra,BRASFEMES,BRASFEMES,BRASFEMES,sem alteração
Coimbra,CASTELO VIEGAS,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,SANTA CLARA,criada por agregação
Coimbra,CEIRA,CEIRA,CEIRA,sem alteração
Coimbra,CERNACHE,CERNACHE,CERNACHE,sem alteração
Coimbra,COIMBRA (ALMEDINA),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA),criada por agregação
Coimbra,COIMBRA (SANTA CRUZ),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA),criada por agregação
Coimbra,COIMBRA (SÃO BARTOLOMEU),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA),criada por agregação
Coimbra,COIMBRA (SÉ NOVA),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA),criada por agregação
Coimbra,EIRAS,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,EIRAS,criada por agregação
Coimbra,LAMAROSA,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,LAMAROSA,criada por agregação
Coimbra,RIBEIRA DE FRADES,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,SÃO MARTINHO DO BISPO,criada por agregação
Coimbra,SANTA CLARA,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,SANTA CLARA,criada por agregação
Coimbra,SANTO ANTÓNIO DOS OLIVAIS,SANTO ANTÓNIO DOS OLIVAIS,SANTO ANTÓNIO DOS OLIVAIS,sem alteração
Coimbra,SÃO JOÃO DO CAMPO,SÃO JOÃO DO CAMPO,SÃO JOÃO DO CAMPO,sem alteração
Coimbra,SÃO MARTINHO DE ÁRVORE,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,LAMAROSA,criada por agregação
Coimbra,SÃO MARTINHO DO BISPO,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,SÃO MARTINHO DO BISPO,criada por agregação
Coimbra,SÃO PAULO DE FRADES,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,EIRAS,criada por agregação
Coimbra,SÃO SILVESTRE,SÃO SILVESTRE,SÃO SILVESTRE,sem alteração
Coimbra,SOUSELAS,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,SOUSELAS,criada por agregação
Coimbra,TAVEIRO,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO,criada por agregação
Coimbra,TORRE DE VILELA,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,TROUXEMIL,criada por agregação
Coimbra,TORRES DO MONDEGO,TORRES DO MONDEGO,TORRES DO MONDEGO,sem alteração
Coimbra,TROUXEMIL,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,TROUXEMIL,criada por agregação
Coimbra,VIL DE MATOS,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,ANTUZEDE,criada por agregação
Condeixa-a-Nova,ANOBRA,ANOBRA,ANOBRA,sem alteração
Condeixa-a-Nova,BELIDE,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,SEBAL,criada por agregação
Condeixa-a-Nova,BEM DA FÉ,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,VILA SECA,criada por agregação
Condeixa-a-Nova,CONDEIXA-A-NOVA,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,CONDEIXA-A-NOVA,criada por agregação
Condeixa-a-Nova,CONDEIXA-A-VELHA,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,CONDEIXA-A-NOVA,criada por agregação
Condeixa-a-Nova,EGA,EGA,EGA,sem alteração
Condeixa-a-Nova,FURADOURO,FURADOURO,FURADOURO,sem alteração
Condeixa-a-Nova,SEBAL,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,SEBAL,criada por agregação
Condeixa-a-Nova,VILA SECA,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,VILA SECA,criada por agregação
Condeixa-a-Nova,ZAMBUJAL,ZAMBUJAL,ZAMBUJAL,sem alteração
Constância,CONSTÂNCIA,CONSTÂNCIA,CONSTÂNCIA,sem alteração
Constância,MONTALVO,MONTALVO,MONTALVO,sem alteração
Constância,SANTA MARGARIDA DA COUTADA,SANTA MARGARIDA DA COUTADA,SANTA MARGARIDA DA COUTADA,sem alteração
Coruche,BISCAINHO,BISCAINHO,BISCAINHO,sem alteração
Coruche,BRANCA,BRANCA,BRANCA,sem alteração
Coruche,CORUCHE,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE,criada por agregação
Coruche,COUÇO,COUÇO,COUÇO,sem alteração
Coruche,ERRA,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE,criada por agregação
Coruche,FAJARDA,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE,criada por agregação
Coruche,SANTANA DO MATO,SANTANA DO MATO,SANTANA DO MATO,sem alteração
Coruche,SÃO JOSÉ DA LAMAROSA,SÃO JOSÉ DA LAMAROSA,SÃO JOSÉ DA LAMAROSA,sem alteração
Covilhã,ALDEIA DE SÃO FRANCISCO DE ASSIS,ALDEIA DE SÃO FRANCISCO DE ASSIS,ALDEIA DE SÃO FRANCISCO DE ASSIS,sem alteração
Covilhã,ALDEIA DO SOUTO,UNIÃO DAS FREGUESIAS DE VALE FORMOSO E ALDEIA DO SOUTO,VALE FORMOSO,criada por agregação
Covilhã,BARCO,UNIÃO DAS FREGUESIAS DE BARCO E COUTADA,BARCO,criada por agregação
Covilhã,BOIDOBRA,BOIDOBRA,BOIDOBRA,sem alteração
Covilhã,CANHOSO,UNIÃO DAS FREGUESIAS DE COVILHÃ E CANHOSO,COVILHÃ (CONCEIÇÃO),criada por agregação
Covilhã,CANTAR-GALO,UNIÃO DAS FREGUESIAS DE CANTAR-GALO E VILA DO CARVALHO,VILA DO CARVALHO,criada por agregação
Covilhã,CASEGAS,UNIÃO DAS FREGUESIAS DE CASEGAS E OURONDO,CASEGAS,criada por agregação
Covilhã,CORTES DO MEIO,CORTES DO MEIO,CORTES DO MEIO,sem alteração
